,Convertible Arbitrage,CTA Global,Distressed Securities,Emerging Markets,Equity Market Neutral,Event Driven,Fixed Income Arbitrage,Global Macro,Long/Short Equity,Merger Arbitrage,Relative Value,Short Selling,Funds Of Funds
2009-02,0.016399999999999998,-0.0031,-0.012199999999999999,-0.013300000000000001,-0.0046,-0.0091,0.006500000000000001,-0.0055000000000000005,-0.0161,0.0006,-0.0016,0.032799999999999996,-0.0037
2009-03,0.0235,-0.018000000000000002,0.0022,0.035,0.0021,0.011699999999999999,0.005699999999999999,0.0048,0.018799999999999997,0.0125,0.01,-0.0462,0.0008
2009-04,0.05,-0.013999999999999999,0.0387,0.0663,-0.0012,0.0337,0.022099999999999998,0.0127,0.0375,0.008100000000000001,0.0342,-0.08199999999999999,0.0092
2009-05,0.057800000000000004,0.0213,0.0504,0.08839999999999999,0.0146,0.044199999999999996,0.0365,0.0348,0.0516,0.010700000000000001,0.0392,0.0008,0.031200000000000002
2009-06,0.0241,-0.0147,0.019799999999999998,0.0013,0.0036,0.0123,0.0126,-0.0076,0.0009,0.0104,0.0101,-0.009399999999999999,0.0024
2009-07,0.0611,-0.0012,0.0311,0.0451,0.0042,0.0291,0.0322,0.0166,0.0277,0.0068000000000000005,0.026000000000000002,-0.0596,0.015300000000000001
2009-08,0.0315,0.0054,0.024399999999999998,0.0166,0.006999999999999999,0.0207,0.0202,0.005,0.015700000000000002,0.0102,0.016200000000000003,-0.0165,0.0113
2009-09,0.0368,0.0151,0.040999999999999995,0.0536,0.0085,0.0336,0.0325,0.0231,0.0285,0.011000000000000001,0.022000000000000002,-0.0394,0.0171
2009-10,0.011899999999999999,-0.0147,0.0139,0.0108,-0.0005,0.0043,0.018500000000000003,-0.0004,-0.0086,0.0026,0.0032,0.031400000000000004,-0.0021
2009-11,0.008,0.0332,0.0202,0.0151,0.0009,0.0152,0.0096,0.0165,0.013000000000000001,0.0068000000000000005,0.0089,-0.0227,0.008199999999999999
2009-12,0.0215,-0.0253,0.032400000000000005,0.0229,0.0072,0.0235,0.0141,-0.0028000000000000004,0.018600000000000002,0.0102,0.0161,-0.0373,0.0066
2010-01,0.0053,-0.0278,0.0187,-0.0078000000000000005,0.0028000000000000004,0.0077,0.0172,-0.0084,-0.0095,0.0048,0.006,0.0183,-0.0036
2010-02,0.0036,0.009000000000000001,0.0031,-0.0019,0.005,0.0076,0.0023,0.004699999999999999,0.0084,0.005699999999999999,0.005699999999999999,-0.026099999999999998,0.0013
2010-03,0.0229,0.0275,0.0336,0.0421,0.0077,0.0273,0.013600000000000001,0.0171,0.0287,0.0109,0.0179,-0.0496,0.0171
2010-04,0.0199,0.01,0.025099999999999997,0.013300000000000001,0.0018,0.016399999999999998,0.0113,0.0076,0.01,0.0038,0.012199999999999999,-0.0287,0.0085
2010-05,-0.024399999999999998,-0.0248,-0.025,-0.048,-0.005,-0.025699999999999997,-0.0102,-0.0128,-0.0371,-0.0115,-0.018600000000000002,0.044500000000000005,-0.027200000000000002
2010-06,0.0017000000000000001,0.0011,-0.0105,-0.0039000000000000003,-0.0045000000000000005,-0.0106,0.0078000000000000005,-0.0023,-0.0161,0.0023,-0.0034000000000000002,0.04190000000000001,-0.0079
2010-07,0.0227,-0.008,0.0143,0.0296,0.009000000000000001,0.017,0.01,0.0033,0.0191,0.0127,0.0174,-0.0426,0.0069
2010-08,0.0121,0.031,-0.0049,0.0028000000000000004,-0.0044,-0.0032,0.0088,0.0108,-0.0096,0.006999999999999999,0.0031,0.038900000000000004,0.0006
2010-09,0.0189,0.026699999999999998,0.0217,0.0429,0.016,0.027200000000000002,0.0132,0.0263,0.0408,0.0134,0.0215,-0.08259999999999999,0.0219
2010-10,0.021400000000000002,0.0311,0.0206,0.0232,0.0105,0.0187,0.010700000000000001,0.0159,0.0208,0.004699999999999999,0.0149,-0.0179,0.0148
2010-11,-0.0012,-0.022400000000000003,0.006500000000000001,-0.0049,0.0044,0.0028000000000000004,0.005600000000000001,-0.004699999999999999,0.0066,-0.0025,0.0037,-0.016200000000000003,-0.0009
2010-12,0.014499999999999999,0.0436,0.0311,0.0226,0.009399999999999999,0.026000000000000002,0.0055000000000000005,0.025,0.0342,0.0116,0.015700000000000002,-0.0507,0.020499999999999997
2011-01,0.0181,-0.0063,0.0173,-0.006500000000000001,0.005600000000000001,0.0141,0.0181,-0.0055000000000000005,0.0052,0.009300000000000001,0.0097,-0.0076,0.0013
2011-02,0.016200000000000003,0.0177,0.0144,0.0011,0.0059,0.0129,0.0103,0.0095,0.0139,0.0062,0.011200000000000002,-0.031400000000000004,0.0083
2011-03,0.0038,-0.016399999999999998,0.0043,0.0154,0.008,0.002,0.0022,-0.0028000000000000004,0.0021,0.0031,0.0034000000000000002,-0.017,-0.0018
2011-04,0.002,0.036699999999999997,0.0129,0.013999999999999999,0.0105,0.011399999999999999,0.0097,0.021099999999999997,0.0139,0.0089,0.0072,-0.0197,0.011399999999999999
2011-05,-0.0017000000000000001,-0.0339,-0.0014000000000000002,-0.0191,-0.0037,-0.0052,0.0033,-0.015,-0.0108,-0.0011,-0.0005,0.0134,-0.0116
2011-06,-0.0091,-0.0239,-0.0068000000000000005,-0.01,-0.0014000000000000002,-0.0138,-0.001,-0.013000000000000001,-0.011699999999999999,-0.0014000000000000002,-0.005600000000000001,0.027000000000000003,-0.0138
2011-07,-0.0033,0.0258,-0.0015,0.0077,-0.0003,-0.003,0.0018,0.0129,-0.003,-0.0049,-0.0006,0.0199,0.0034000000000000002
2011-08,-0.0195,0.0007000000000000001,-0.04019999999999999,-0.039,-0.0161,-0.0401,-0.0085,-0.0063,-0.0421,-0.011899999999999999,-0.02,0.0669,-0.0252
2011-09,-0.019,-0.005699999999999999,-0.037000000000000005,-0.0695,-0.0159,-0.0341,-0.0048,-0.014199999999999999,-0.0461,-0.0102,-0.0197,0.07769999999999999,-0.0262
2011-10,0.0129,-0.0317,0.023700000000000002,0.0365,0.0161,0.0298,0.0063,0.0053,0.039,0.0172,0.0147,-0.0721,0.009399999999999999
2011-11,-0.009399999999999999,0.0014000000000000002,-0.0108,-0.027200000000000002,0.0002,-0.0058,-0.0034000000000000002,-0.0066,-0.0131,0.0017000000000000001,-0.0024,0.0131,-0.009300000000000001
2011-12,0.0029,0.0034000000000000002,0.005,-0.0181,0.0006,-0.0034000000000000002,0.0045000000000000005,-0.0022,-0.005600000000000001,0.005600000000000001,0.0012,0.0040999999999999995,-0.0054
2012-01,0.0236,0.0046,0.032400000000000005,0.0395,0.0095,0.0288,0.0116,0.019,0.0327,0.0095,0.0202,-0.0679,0.0147
2012-02,0.0218,0.0091,0.0202,0.0341,0.0070999999999999995,0.017,0.011899999999999999,0.0134,0.0248,0.0111,0.0172,-0.052199999999999996,0.013999999999999999
2012-03,0.006500000000000001,-0.0204,0.0091,-0.013300000000000001,0.0023,0.0058,0.0060999999999999995,-0.0060999999999999995,0.0033,0.0024,0.0055000000000000005,-0.0123,0.0001
2012-04,-0.0017000000000000001,-0.0003,-0.0012,-0.0027,-0.0013,-0.0018,0.0034000000000000002,-0.0059,-0.0068000000000000005,-0.0011,-0.002,0.005699999999999999,-0.0033
2012-05,-0.0077,0.0259,-0.018600000000000002,-0.053099999999999994,-0.0115,-0.0191,-0.0003,-0.0067,-0.0375,-0.0048,-0.01,0.0677,-0.013999999999999999
2012-06,0.0072,-0.027200000000000002,-0.0009,0.0026,0.0006,0.0007000000000000001,0.0046,-0.0063,0.006,0.0023,0.006999999999999999,-0.0258,-0.0037
2012-07,0.0092,0.031200000000000002,0.0089,0.008100000000000001,0.0040999999999999995,0.0048,0.0125,0.0144,0.0039000000000000003,0.0006,0.011699999999999999,0.0087,0.0076
2012-08,0.0076,-0.008199999999999999,0.0161,0.0075,0.0049,0.0129,0.008199999999999999,0.0037,0.0108,0.0044,0.0095,-0.036699999999999997,0.0068000000000000005
2012-09,0.005699999999999999,-0.0104,0.0169,0.0273,0.0043,0.012,0.0076,0.0051,0.015700000000000002,0.0006,0.0102,-0.0385,0.0073
2012-10,0.0017000000000000001,-0.031,0.0118,0.0028000000000000004,0.0028000000000000004,0.0048,0.0058,-0.0083,0.0009,-0.0079,0.003,0.0005,-0.0025
2012-11,0.0040999999999999995,-0.0004,0.008199999999999999,0.0131,0.0037,0.008,0.0054,0.0027,0.0052,0.01,0.005600000000000001,-0.015,0.0046
2012-12,0.0098,0.005699999999999999,0.0259,0.033,0.0037,0.019299999999999998,0.0073,0.0111,0.014499999999999999,0.014499999999999999,0.011699999999999999,-0.0387,0.0108
2013-01,0.0158,0.018600000000000002,0.0219,0.030299999999999997,0.013500000000000002,0.021400000000000002,0.0116,0.0165,0.0308,-0.0016,0.0204,-0.0452,0.0206
2013-02,0.0009,-0.009899999999999999,0.0052,-0.0012,0.0033,0.0040999999999999995,0.005600000000000001,-0.0012,0.0037,0.0039000000000000003,0.004699999999999999,-0.0034999999999999996,0.0032
2013-03,0.0077,0.0089,0.0149,0.0068000000000000005,0.0034999999999999996,0.0143,0.0113,0.0064,0.0144,0.0069,0.013000000000000001,-0.0189,0.009300000000000001
2013-04,0.0052,0.0192,0.0175,0.0063,0.0008,0.0078000000000000005,0.005,0.011399999999999999,0.0064,0.0060999999999999995,0.0055000000000000005,-0.0286,0.0076
2013-05,0.0134,-0.026099999999999998,0.0223,0.0033,0.0024,0.0187,0.005,-0.0023,0.013500000000000002,0.0059,0.0101,-0.0245,0.0067
2013-06,-0.008100000000000001,-0.0273,-0.0105,-0.0321,0.0028000000000000004,-0.0113,-0.012199999999999999,-0.0176,-0.009399999999999999,-0.0022,-0.0102,0.005600000000000001,-0.013300000000000001
2013-07,0.006,-0.0076,0.013999999999999999,0.0075,0.01,0.0149,0.0067,0.0016,0.0215,0.0103,0.011699999999999999,-0.0369,0.0091
2013-08,0.0046,-0.0139,-0.0034000000000000002,-0.012199999999999999,-0.0059,-0.0011,0.0014000000000000002,-0.0091,-0.0076,-0.0001,-0.0046,0.010700000000000001,-0.0068000000000000005
2013-09,0.0043,-0.005699999999999999,0.016399999999999998,0.0235,0.0063,0.016,0.004699999999999999,0.0069,0.0233,0.0084,0.013999999999999999,-0.0452,0.0127
2013-10,0.0095,0.014499999999999999,0.0161,0.023799999999999998,0.014199999999999999,0.014499999999999999,0.0085,0.009399999999999999,0.0204,0.0045000000000000005,0.014499999999999999,-0.0207,0.0125
2013-11,0.0007000000000000001,0.011399999999999999,0.012199999999999999,0.003,0.0105,0.011899999999999999,0.0067,0.0069,0.0154,0.003,0.0087,-0.0165,0.0109
2013-12,0.0048,0.0052,0.012,0.0101,0.0076,0.012199999999999999,0.004,0.006500000000000001,0.015700000000000002,0.0060999999999999995,0.0102,-0.0155,0.0109
2014-01,0.0137,-0.0175,0.004699999999999999,-0.0195,0.0042,0.003,0.0075,-0.0088,-0.0032,0.0046,0.0002,0.009399999999999999,-0.0033
2014-02,0.0062,0.0137,0.024300000000000002,0.019,0.0066,0.0223,0.009899999999999999,0.009000000000000001,0.0253,0.011000000000000001,0.0149,-0.0322,0.015700000000000002
2014-03,0.004699999999999999,-0.011899999999999999,0.0063,0.0008,-0.0005,-0.0014000000000000002,0.0036,-0.0054,-0.005600000000000001,-0.005,0.0028000000000000004,0.0,-0.006999999999999999
2014-04,0.0029,0.005,0.0025,0.0004,-0.0023,0.0015,0.0055000000000000005,-0.0023,-0.0083,0.0013,0.0045000000000000005,0.0125,-0.0070999999999999995
2014-05,0.0045000000000000005,0.015,0.0091,0.0215,0.002,0.0087,0.0059,0.0072,0.0105,0.0062,0.0103,-0.0168,0.011399999999999999
2014-06,0.0029,0.0101,0.014499999999999999,0.0115,0.0034000000000000002,0.0155,0.0063,0.0064,0.0131,0.0089,0.0126,-0.0264,0.0091
2014-07,-0.0001,-0.0054,-0.0059,0.004,-0.0005,-0.006999999999999999,0.0025,-0.0027,-0.009000000000000001,-0.0053,0.0004,0.0060999999999999995,-0.004
2014-08,-0.0003,0.028300000000000002,-0.0011,0.0069,0.0052,0.0034999999999999996,0.0021,0.011200000000000002,0.0128,0.0043,0.005600000000000001,-0.017,0.008
2014-09,-0.0095,0.0179,-0.0199,-0.015600000000000001,0.0015,-0.0165,0.0022,0.006,-0.009300000000000001,-0.0075,-0.0005,0.0242,-0.0012
2014-10,-0.0111,0.0040999999999999995,-0.0168,-0.0069,0.003,-0.0152,-0.0007000000000000001,-0.0040999999999999995,-0.0013,-0.013600000000000001,-0.006,-0.0236,-0.0062
2014-11,-0.0009,0.04190000000000001,-0.0034000000000000002,-0.0014000000000000002,0.0059,0.006999999999999999,0.0014000000000000002,0.0177,0.0116,0.008,0.0060999999999999995,-0.0060999999999999995,0.0126
2014-12,-0.0066,0.0088,-0.0089,-0.022000000000000002,0.0013,-0.0022,-0.0034999999999999996,-0.0004,0.0012,0.0032,-0.0016,0.0033,0.0021
2015-01,0.0013,0.039900000000000005,-0.0155,-0.0034000000000000002,0.0048,-0.0104,-0.0004,0.0229,-0.0009,0.0004,0.0025,0.0109,0.0017000000000000001
2015-02,0.0121,-0.0029,0.018500000000000003,0.016200000000000003,0.002,0.027000000000000003,0.0086,0.006999999999999999,0.0252,0.0139,0.015,-0.0385,0.0171
2015-03,0.0021,0.0097,0.0028000000000000004,0.0039000000000000003,0.008,0.0043,0.0021,0.0101,0.0036,0.005600000000000001,0.0033,0.0006,0.0069
2015-04,0.015700000000000002,-0.0232,0.0070999999999999995,0.0378,-0.0029,0.0113,0.0051,-0.0091,0.0055000000000000005,0.0066,0.0069,-0.0143,0.0026
2015-05,0.0046,-0.0053,0.0025,0.0021,0.005600000000000001,0.0083,0.0026,0.0063,0.014199999999999999,0.0109,0.005,-0.0096,0.0097
2015-06,-0.0086,-0.034300000000000004,-0.0159,-0.0177,0.003,-0.0124,-0.0039000000000000003,-0.0176,-0.0072,-0.005,-0.0091,0.0085,-0.0108
2015-07,-0.0058,0.0209,-0.0045000000000000005,-0.0197,0.0037,-0.0074,-0.0005,0.0146,0.0031,0.0003,0.0003,0.0046,0.0022
2015-08,-0.0045000000000000005,-0.022000000000000002,-0.0227,-0.0384,0.0018,-0.024900000000000002,-0.0037,-0.0131,-0.0229,-0.005600000000000001,-0.0103,0.057800000000000004,-0.0202
2015-09,-0.0063,0.0146,-0.013600000000000001,-0.0155,0.0063,-0.0276,-0.0054,-0.0052,-0.014199999999999999,-0.0097,-0.0072,0.015600000000000001,-0.0176
2015-10,0.0123,-0.015700000000000002,-0.001,0.0313,0.005699999999999999,0.014499999999999999,-0.0014000000000000002,0.0028000000000000004,0.021,0.0074,0.0109,-0.0519,0.0083
2015-11,-0.0039000000000000003,0.0219,-0.0101,-0.0039000000000000003,0.0,-0.0069,0.0002,0.013500000000000002,0.0023,-0.0001,0.0,-0.0144,0.0025
2015-12,-0.0127,-0.0184,-0.016,-0.0062,0.0029,-0.0103,-0.0028000000000000004,-0.0143,-0.0049,0.0124,-0.0067,0.0181,-0.0059
2016-01,-0.0239,0.0229,-0.023399999999999997,-0.0407,-0.0034000000000000002,-0.0288,-0.0088,-0.0004,-0.032400000000000005,0.0029,-0.0137,0.0746,-0.026600000000000002
2016-02,-0.0002,0.0236,-0.0129,-0.0034999999999999996,-0.0086,-0.0054,-0.0062,0.002,-0.0095,0.004,-0.0038,0.013999999999999999,-0.0126
2016-03,0.017,-0.020099999999999996,0.019,0.042800000000000005,0.0095,0.024300000000000002,0.0108,-0.0043,0.0184,0.0058,0.015600000000000001,-0.0605,0.0070999999999999995
2016-04,0.013999999999999999,-0.0091,0.0208,0.0152,-0.006,0.0161,0.013300000000000001,0.002,0.0034000000000000002,-0.0055000000000000005,0.0106,-0.02,0.0053
2016-05,0.0075,-0.0176,0.013500000000000002,-0.0012,0.0058,0.01,0.004,-0.0037,0.0106,0.0072,0.0064,-0.019299999999999998,0.0059
2016-06,0.0016,0.0352,0.008199999999999999,0.0149,-0.0037,-0.0012,-0.0021,0.010700000000000001,-0.009300000000000001,-0.0018,0.0027,0.0173,-0.0074
2016-07,0.0154,0.0067,0.0192,0.0233,0.008,0.018600000000000002,0.011399999999999999,0.0064,0.0203,0.006999999999999999,0.0125,-0.0592,0.0134
2016-08,0.0102,-0.0225,0.0209,0.0169,-0.0019,0.0149,0.0076,-0.0060999999999999995,0.0062,0.008199999999999999,0.0064,-0.0398,0.0043
2016-09,0.006999999999999999,-0.0066,0.0097,0.0097,0.004,0.0039000000000000003,0.0062,-0.0028000000000000004,0.0064,0.0040999999999999995,0.005600000000000001,-0.0148,0.004
2016-10,0.0027,-0.025699999999999997,0.0203,0.0064,0.0024,-0.0015,0.0063,0.0014000000000000002,-0.0072,-0.0062,0.0052,0.021099999999999997,-0.0027
2016-11,0.0031,-0.005,0.0115,-0.0126,0.0013,0.013999999999999999,0.0025,0.0088,0.0079,0.0097,0.0031,-0.0301,0.0022
2016-12,0.009000000000000001,0.0058,0.0184,0.0034999999999999996,0.0033,0.015300000000000001,0.0085,0.0121,0.0087,0.0088,0.009399999999999999,-0.0008,0.009000000000000001
2017-01,0.0147,-0.0102,0.0191,0.0246,0.0058,0.0163,0.0116,-0.0013,0.0128,-0.002,0.0111,-0.0356,0.0095
2017-02,0.0072,0.0149,0.0070999999999999995,0.0171,0.0009,0.0097,0.0066,0.0059,0.01,0.0079,0.0074,-0.0672,0.008
2017-03,-0.0002,-0.0137,-0.0084,0.0105,0.0058,0.0016,0.0029,-0.0012,0.0078000000000000005,0.0022,0.0027,-0.0271,0.0040999999999999995
2017-04,0.0044,-0.0017000000000000001,0.0051,0.0109,0.0032,0.0098,0.003,-0.0007000000000000001,0.0088,0.011000000000000001,0.0031,-0.0165,0.005699999999999999
2017-05,0.0022,0.0011,-0.0048,0.0018,-0.0070999999999999995,0.0053,0.0043,0.001,0.006500000000000001,0.0067,0.0037,-0.0121,0.0033
2017-06,0.0032,-0.0222,0.0028000000000000004,0.0060999999999999995,0.0022,0.0017000000000000001,0.0028000000000000004,-0.0068000000000000005,0.0042,0.0069,0.0029,-0.0302,-0.0006
2017-07,0.0084,0.009399999999999999,0.011699999999999999,0.0235,0.0078000000000000005,0.01,0.005,0.0058,0.012,0.0059,0.0066,-0.0232,0.0097
2017-08,-0.0012,0.016,-0.0004,0.0148,0.0058,-0.0029,0.0015,0.0046,0.0069,-0.0004,0.0026,-0.0003,0.0075
2017-09,0.006500000000000001,-0.0194,0.0058,0.0091,0.0045000000000000005,0.0108,-0.0033,-0.0011,0.011000000000000001,0.0039000000000000003,0.0040999999999999995,-0.0652,0.0039000000000000003
2017-10,0.006,0.036699999999999997,0.0,0.0137,0.0072,0.0018,0.0031,0.0128,0.0144,0.0023,0.006500000000000001,-0.099,0.0113
2017-11,0.0002,0.0004,0.0009,0.008,0.0023,0.001,0.0005,-0.0023,0.0066,-0.0077,0.0006,-0.0008,-0.0007000000000000001
2017-12,0.0025,0.0115,0.0166,0.016200000000000003,0.0052,0.015,0.0009,0.0055000000000000005,0.0091,0.0078000000000000005,0.0055000000000000005,0.0043,0.0064
2018-01,0.0084,0.035699999999999996,0.0177,0.0356,0.0106,0.0143,0.0072,0.0264,0.0242,0.0077,0.0084,0.11220000000000001,0.0209
2018-02,-0.0005,-0.056799999999999996,-0.0043,-0.0151,-0.0076,-0.0095,0.0046,-0.0231,-0.0155,-0.0046,-0.004,-0.0118,-0.0127
2018-03,-0.0014000000000000002,-0.0029,-0.0039000000000000003,-0.0109,0.0022,-0.0103,-0.0001,-0.0062,-0.0048,-0.005600000000000001,-0.0021,0.005600000000000001,-0.0044
2018-04,0.0032,0.0008,0.0049,-0.0060999999999999995,0.0003,0.0046,0.0053,0.0026,0.0049,-0.0028000000000000004,0.0033,-0.0022,0.0022
2018-05,-0.0026,-0.0074,0.008199999999999999,-0.0092,0.0033,0.0116,0.0016,0.003,0.0108,0.0111,0.0039000000000000003,0.0139,0.0073
2018-06,0.0016,0.0023,0.0091,-0.0308,-0.0045000000000000005,0.0044,0.0008,-0.0017000000000000001,-0.004699999999999999,0.011200000000000002,-0.0029,-0.0183,-0.0037
2018-07,0.0021,-0.0058,0.009300000000000001,0.004,-0.001,0.0055000000000000005,0.0022,-0.0014000000000000002,0.0067,-0.0021,0.0045000000000000005,-0.0052,0.0018
2018-08,0.0024,0.0166,0.0002,-0.0277,0.0004,0.0011,0.0017000000000000001,-0.0007000000000000001,0.0034999999999999996,0.005,-0.0002,-0.021400000000000002,0.0015
2018-09,0.0034000000000000002,-0.0054,0.005,-0.011000000000000001,-0.0016,0.0032,0.0036,0.0006,-0.0023,0.0028000000000000004,0.0018,0.0036,-0.0022
2018-10,-0.0073,-0.031400000000000004,-0.0158,-0.0315,-0.0129,-0.025699999999999997,-0.0023,-0.0096,-0.04019999999999999,-0.008,-0.0109,0.023700000000000002,-0.0269
2018-11,-0.0068000000000000005,-0.0053,-0.019299999999999998,0.012,-0.021099999999999997,-0.0034000000000000002,-0.0067,-0.0087,-0.0044,0.011899999999999999,-0.0063,-0.0021,-0.0070999999999999995
2018-12,-0.0121,0.0039000000000000003,-0.023399999999999997,-0.0146,0.004,-0.0286,-0.006500000000000001,-0.0008,-0.0298,-0.0029,-0.009000000000000001,0.0036,-0.0163
2019-01,0.0242,-0.0091,0.0223,0.041100000000000005,0.0109,0.0332,0.008,0.011000000000000001,0.0387,0.0138,0.0178,-0.014199999999999999,0.0233
2019-02,0.011899999999999999,0.0052,0.0051,0.0219,0.0008,0.0132,0.0059,0.0003,0.0138,0.005699999999999999,0.006,-0.0262,0.009000000000000001
2019-03,0.0075,0.03,-0.001,0.0131,0.0017000000000000001,0.0042,0.0018,0.0137,0.0029,0.0043,0.0048,-0.0062,0.0075
2019-04,0.0105,0.0175,0.0109,0.0052,-0.0070999999999999995,0.0155,0.0052,0.0088,0.014499999999999999,0.0067,0.0045000000000000005,-0.0183,0.0086
2019-05,-0.0036,-0.008100000000000001,-0.0053,-0.022000000000000002,0.0007000000000000001,-0.0138,0.0001,-0.0026,-0.021,-0.004699999999999999,-0.0013,0.0072,-0.0083
2019-06,0.0089,0.024,0.0075,0.0315,0.0038,0.0158,0.0008,0.022099999999999998,0.019299999999999998,0.0044,0.0075,-0.0073,0.0137
2019-07,0.0032,0.0206,-0.0032,0.0044,0.0029,0.0028000000000000004,0.0031,0.006500000000000001,0.0046,0.005699999999999999,0.0039000000000000003,-0.0033,0.0037
2019-08,0.0019,0.03,-0.0089,-0.0348,0.0009,-0.0139,-0.0033,0.0126,-0.01,-0.0003,-0.0031,0.0004,-0.0063
2019-09,0.0023,-0.0273,-0.0022,0.0076,-0.0027,0.0008,0.0028000000000000004,-0.0064,-0.0007000000000000001,0.0037,0.0054,-0.0034999999999999996,-0.0033
2019-10,0.0032,-0.0204,-0.0033,0.0204,-0.0014000000000000002,0.0027,0.0034000000000000002,-0.005600000000000001,0.0104,0.0052,0.0012,-0.0028000000000000004,0.0034999999999999996
2019-11,0.006,0.0058,-0.0043,-0.0008,0.0004,0.009000000000000001,0.0040999999999999995,-0.0017000000000000001,0.0138,0.0053,0.0068000000000000005,-0.013999999999999999,0.0070999999999999995
2019-12,0.0127,0.0060999999999999995,0.0078000000000000005,0.0366,0.0038,0.017,0.0083,0.009899999999999999,0.0208,0.009000000000000001,0.0109,0.0024,0.0138
2020-01,0.0051,0.0045000000000000005,-0.0038,-0.0034999999999999996,-0.0024,-0.003,0.0070999999999999995,0.0029,-0.0064,0.0021,0.0016,0.0078000000000000005,0.003
2020-02,0.008,-0.0125,-0.0111,-0.0209,-0.0103,-0.024900000000000002,0.0034000000000000002,-0.0086,-0.023700000000000002,-0.006500000000000001,-0.0106,0.0296,-0.0132
2020-03,-0.07,0.0003,-0.1061,-0.1186,-0.024399999999999998,-0.12689999999999999,-0.0404,-0.0276,-0.08130000000000001,-0.079,-0.061799999999999994,0.0345,-0.0705
2020-04,0.0296,-0.0028000000000000004,0.0197,0.056299999999999996,0.0124,0.054299999999999994,0.0076,0.0216,0.056299999999999996,0.0412,0.0213,0.0,0.034
2020-05,0.013000000000000001,0.0,0.021099999999999997,0.0242,0.0053,0.0301,0.0254,0.0127,0.0287,0.003,0.0172,0.0,0.0216
2020-06,0.0248,-0.008,0.0405,0.0524,0.0085,0.0231,0.023399999999999997,0.0022,0.0175,0.015700000000000002,0.013500000000000002,-0.0025,0.0182
2020-07,0.0335,0.0281,0.008199999999999999,0.0454,0.0236,0.02,0.0152,0.0308,0.0276,0.0108,0.0176,0.0339,0.0217
2020-08,0.0208,-0.0033,0.0146,0.0223,0.0015,0.0319,0.0073,0.0128,0.028300000000000002,0.006999999999999999,0.0091,0.0417,0.0203
2020-09,0.0053,-0.0191,0.0069,-0.0146,-0.002,0.0002,0.0079,-0.013600000000000001,-0.0109,0.0083,0.0017000000000000001,0.0139,-0.0019
2020-10,0.006500000000000001,-0.0037,-0.0026,-0.0026,-0.0045000000000000005,0.0024,0.0019,-0.0083,-0.0007000000000000001,0.0044,0.0009,-0.0097,0.0026
2020-11,0.0292,0.0125,0.0426,0.056799999999999996,0.0033,0.0666,0.0077,0.0215,0.061799999999999994,0.0472,0.021400000000000002,0.0,0.0384
2020-12,0.0217,0.0452,0.030699999999999998,0.0454,0.015,0.0451,0.0138,0.0375,0.0444,0.0471,0.0184,0.0,0.0313
2021-01,0.024700000000000003,-0.0032,0.0239,0.020499999999999997,0.0003,0.0168,0.0143,0.0012,-0.0009,0.0352,0.0105,0.0,-0.0095
2021-02,0.0189,0.0315,0.0316,0.016200000000000003,0.0139,0.037200000000000004,0.0039000000000000003,0.0149,0.044199999999999996,0.018799999999999997,0.0159,0.009000000000000001,0.0274
2021-03,-0.0048,0.0045000000000000005,0.0163,-0.008100000000000001,0.0102,0.016,0.005600000000000001,0.009300000000000001,0.0075,-0.013500000000000002,0.0054,0.002,0.0004
2021-04,-0.0001,0.025,0.0216,0.025699999999999997,0.0147,0.0276,0.0092,0.0233,0.024900000000000002,0.023399999999999997,0.0109,0.0,0.0189
2021-05,0.005600000000000001,0.016399999999999998,0.0168,0.0209,0.0034999999999999996,0.0125,0.003,0.018799999999999997,0.0085,0.0058,0.0067,0.0,0.0022
2021-06,0.0024,-0.005600000000000001,0.0103,0.0096,0.0027,0.0025,-0.0031,-0.0116,0.0018,0.0019,0.0036,0.0341,0.0034999999999999996
